PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Defect Rate%,Compliance,Compliance Numeric Score,Order_Amount,Saved Amount,Defected Unit amount,Deli Time taken,Deliv_Performance,Missing date flag
PO-00325,Gamma_Co,04-05-2023,,Electronics,Delivered,709,61.64,54.55,41,6%,Yes,1,38675.95,5026.81,2236.55,Not Updated,Not Updated,Missing
PO-00326,Delta_Logistics,30-05-2023,15-06-2023,MRO,Delivered,813,45.68,41.78,0,0%,No,0,33967.14,3170.7,0,16,16-20,Valid
PO-00327,Delta_Logistics,28-06-2023,01-07-2023,Office Supplies,Delivered,1004,96.51,92.9,146,15%,No,0,93271.6,3624.44,13563.4,3,0-5,Valid
PO-00328,Epsilon_Group,11-06-2022,15-06-2022,Raw Materials,Delivered,452,46.45,40.39,9,2%,Yes,1,18256.28,2739.12,363.51,4,0-5,Valid
PO-00329,Beta_Supplies,28-02-2022,12-03-2022,Raw Materials,Pending,1419,83.91,71.46,137,10%,Yes,1,101401.74,17666.55,9790.02,12,11-15,Valid
PO-00330,Beta_Supplies,05-06-2023,23-06-2023,Packaging,Delivered,1584,53.73,51.92,167,11%,No,0,82241.28,2867.04,8670.64,18,16-20,Valid
PO-00331,Gamma_Co,24-03-2022,11-04-2022,MRO,Pending,196,44.36,43.81,6,3%,Yes,1,8586.76,107.8,262.86,18,16-20,Valid
PO-00332,Alpha_Inc,10-07-2022,14-07-2022,Office Supplies,Delivered,1221,53.19,46.18,29,2%,Yes,1,56385.78,8559.21,1339.22,4,0-5,Valid
PO-00333,Alpha_Inc,12-03-2022,26-03-2022,Packaging,Delivered,913,37.5,36.2,0,0%,Yes,1,33050.6,1186.9,0,14,11-15,Valid
PO-00334,Alpha_Inc,02-09-2023,04-09-2023,Packaging,Delivered,1784,85.01,76.69,37,2%,Yes,1,136814.96,14842.88,2837.53,2,0-5,Valid
PO-00335,Delta_Logistics,11-03-2022,,Raw Materials,Delivered,1893,55.8,52.35,0,0%,Yes,1,99098.55,6530.85,0,Not Updated,Not Updated,Missing
PO-00336,Delta_Logistics,23-11-2023,05-12-2023,Electronics,Pending,538,34.3,32.25,84,16%,No,0,17350.5,1102.9,2709,12,11-15,Valid
PO-00337,Delta_Logistics,29-08-2022,15-09-2022,Office Supplies,Pending,978,94.15,87.7,149,15%,No,0,85770.6,6308.1,13067.3,17,16-20,Valid
PO-00338,Epsilon_Group,18-02-2023,06-03-2023,Raw Materials,Cancelled,1713,47.45,42.05,53,3%,Yes,1,72031.65,9250.2,2228.65,16,16-20,Valid
PO-00339,Delta_Logistics,03-05-2022,07-05-2022,Raw Materials,Pending,600,60.1,57.92,95,16%,No,0,34752,1308,5502.4,4,0-5,Valid
PO-00340,Alpha_Inc,07-08-2023,25-08-2023,Electronics,Pending,387,100.28,85.54,5,1%,Yes,1,33103.98,5704.38,427.7,18,16-20,Valid
PO-00341,Alpha_Inc,10-09-2022,19-09-2022,MRO,Pending,921,68.83,59.13,22,2%,Yes,1,54458.73,8933.7,1300.86,9,6-10,Valid
PO-00342,Beta_Supplies,16-08-2023,30-08-2023,MRO,Delivered,690,22.47,21.94,77,11%,Yes,1,15138.6,365.7,1689.38,14,11-15,Valid
PO-00343,Alpha_Inc,01-09-2023,21-09-2023,Office Supplies,Cancelled,1852,104.04,94.89,36,2%,Yes,1,175736.28,16945.8,3416.04,20,16-20,Valid
PO-00344,Delta_Logistics,10-02-2022,28-02-2022,Electronics,Delivered,522,66.83,58.01,74,14%,Yes,1,30281.22,4604.04,4292.74,18,16-20,Valid
PO-00345,Delta_Logistics,27-09-2023,06-10-2023,Electronics,Delivered,200,44.16,43.13,21,11%,Yes,1,8626,206,905.73,9,6-10,Valid
PO-00346,Gamma_Co,25-03-2022,03-04-2022,Packaging,Delivered,1488,22.76,21.99,0,0%,Yes,1,32721.12,1145.76,0,9,6-10,Valid
PO-00347,Epsilon_Group,06-03-2023,16-03-2023,Electronics,Delivered,1371,87.16,78.13,43,3%,Yes,1,107116.23,12380.13,3359.59,10,6-10,Valid
PO-00348,Alpha_Inc,05-11-2023,,Office Supplies,Delivered,1684,73.05,62.53,0,0%,Yes,1,105300.52,17715.68,0,Not Updated,Not Updated,Missing
PO-00349,Epsilon_Group,21-08-2023,27-08-2023,Electronics,Delivered,312,63.52,58.09,0,0%,Yes,1,18124.08,1694.16,0,6,6-10,Valid
PO-00350,Alpha_Inc,02-08-2023,21-08-2023,Packaging,Cancelled,1837,99.04,86.51,39,2%,Yes,1,158918.87,23017.61,3373.89,19,16-20,Valid
PO-00351,Beta_Supplies,20-06-2023,23-06-2023,MRO,Delivered,193,87.86,81.74,21,11%,Yes,1,15775.82,1181.16,1716.54,3,0-5,Valid
PO-00352,Beta_Supplies,20-11-2022,21-11-2022,Electronics,Delivered,395,24.83,23.96,31,8%,Yes,1,9464.2,343.65,742.76,1,0-5,Valid
PO-00353,Epsilon_Group,25-09-2022,12-10-2022,Electronics,Cancelled,673,39.58,35.83,25,4%,Yes,1,24113.59,2523.75,895.75,17,16-20,Valid
PO-00354,Delta_Logistics,29-07-2022,12-08-2022,Office Supplies,Cancelled,1066,33.33,28.47,162,15%,No,0,30349.02,5180.76,4612.14,14,11-15,Valid
PO-00355,Gamma_Co,17-11-2023,23-11-2023,Packaging,Delivered,1645,85.42,80.78,73,4%,No,0,132883.1,7632.8,5896.94,6,6-10,Valid
PO-00356,Alpha_Inc,18-11-2022,29-11-2022,Electronics,Delivered,930,13.67,11.95,16,2%,Yes,1,11113.5,1599.6,191.2,11,11-15,Valid
PO-00357,Alpha_Inc,02-09-2022,21-09-2022,Office Supplies,Delivered,51,63.74,56.1,0,0%,Yes,1,2861.1,389.64,0,19,16-20,Valid
PO-00358,Gamma_Co,29-09-2022,01-10-2022,Packaging,Delivered,946,81.77,71.65,55,6%,Yes,1,67780.9,9573.52,3940.75,2,0-5,Valid
PO-00359,Epsilon_Group,10-02-2023,02-03-2023,Raw Materials,Partially Delivered,1377,94.69,84.2,0,0%,Yes,1,115943.4,14444.73,0,20,16-20,Valid
PO-00360,Epsilon_Group,15-05-2022,18-05-2022,Packaging,Cancelled,303,41.6,40.51,11,4%,Yes,1,12274.53,330.27,445.61,3,0-5,Valid
PO-00361,Alpha_Inc,19-11-2023,03-12-2023,Raw Materials,Delivered,1725,93.14,79.62,24,1%,Yes,1,137344.5,23322,1910.88,14,11-15,Valid
PO-00362,Beta_Supplies,23-10-2023,07-11-2023,Raw Materials,Cancelled,502,22.05,20.65,50,10%,No,0,10366.3,702.8,1032.5,15,11-15,Valid
PO-00363,Gamma_Co,04-11-2022,11-11-2022,Packaging,Delivered,1110,90.49,80.03,61,5%,Yes,1,88833.3,11610.6,4881.83,7,6-10,Valid
PO-00364,Alpha_Inc,14-04-2023,18-04-2023,Packaging,Delivered,1233,23.08,20.57,0,0%,Yes,1,25362.81,3094.83,0,4,0-5,Valid
PO-00365,Beta_Supplies,20-11-2022,24-11-2022,Office Supplies,Delivered,1064,48.04,43.6,94,9%,Yes,1,46390.4,4724.16,4098.4,4,0-5,Valid
PO-00366,Epsilon_Group,16-03-2022,04-04-2022,Packaging,Partially Delivered,58,82.57,76.55,0,0%,Yes,1,4439.9,349.16,0,19,16-20,Valid
PO-00367,Beta_Supplies,10-01-2022,20-01-2022,MRO,Delivered,1306,23.49,20.17,116,9%,No,0,26342.02,4335.92,2339.72,10,6-10,Valid
PO-00368,Delta_Logistics,15-04-2023,28-04-2023,Electronics,Delivered,1172,32.93,29.28,0,0%,No,0,34316.16,4277.8,0,13,11-15,Valid
PO-00369,Alpha_Inc,29-09-2023,,Packaging,Delivered,1732,82.5,71.71,24,1%,Yes,1,124201.72,18688.28,1721.04,Not Updated,Not Updated,Missing
PO-00370,Gamma_Co,31-07-2023,07-08-2023,Raw Materials,Delivered,865,81.54,71.59,39,5%,Yes,1,61925.35,8606.75,2792.01,7,6-10,Valid
PO-00371,Beta_Supplies,13-04-2022,20-04-2022,Raw Materials,Delivered,257,68.72,66.92,22,9%,Yes,1,17198.44,462.6,1472.24,7,6-10,Valid
PO-00372,Epsilon_Group,17-03-2022,26-03-2022,Packaging,Delivered,1204,73.18,67.59,31,3%,Yes,1,81378.36,6730.36,2095.29,9,6-10,Valid
PO-00373,Beta_Supplies,05-07-2023,09-07-2023,Electronics,Partially Delivered,453,64.14,60.18,51,11%,Yes,1,27261.54,1793.88,3069.18,4,0-5,Valid
PO-00374,Epsilon_Group,07-08-2022,21-08-2022,Electronics,Delivered,201,33.81,32.54,3,1%,Yes,1,6540.54,255.27,97.62,14,11-15,Valid
PO-00375,Delta_Logistics,03-06-2023,16-06-2023,Office Supplies,Delivered,103,44.61,42.88,10,10%,Yes,1,4416.64,178.19,428.8,13,11-15,Valid
PO-00376,Epsilon_Group,29-09-2022,07-10-2022,Office Supplies,Delivered,1193,27.4,27.09,0,0%,Yes,1,32318.37,369.83,0,8,6-10,Valid
PO-00377,Gamma_Co,16-05-2022,28-05-2022,Office Supplies,Partially Delivered,1746,93.6,89.81,85,5%,Yes,1,156808.26,6617.34,7633.85,12,11-15,Valid
PO-00378,Delta_Logistics,24-12-2022,26-12-2022,Electronics,Delivered,1993,65.94,59.36,0,0%,Yes,1,118304.48,13113.94,0,2,0-5,Valid
PO-00379,Beta_Supplies,12-03-2022,27-03-2022,Raw Materials,Delivered,677,46.54,43.11,0,0%,No,0,29185.47,2322.11,0,15,11-15,Valid
PO-00380,Alpha_Inc,08-09-2022,,Office Supplies,Pending,636,53.64,49.23,18,3%,Yes,1,31310.28,2804.76,886.14,Pending/Cancelled,Pending/Cancelled,Valid
PO-00381,Epsilon_Group,14-01-2023,02-02-2023,Packaging,Delivered,1698,100.97,98.73,52,3%,Yes,1,167643.54,3803.52,5133.96,19,16-20,Valid
PO-00382,Gamma_Co,19-10-2022,01-11-2022,Office Supplies,Delivered,1493,24.87,22.89,56,4%,Yes,1,34174.77,2956.14,1281.84,13,11-15,Valid
PO-00383,Alpha_Inc,11-06-2022,25-06-2022,Packaging,Delivered,1495,64.33,58.18,26,2%,Yes,1,86979.1,9194.25,1512.68,14,11-15,Valid
PO-00384,Alpha_Inc,25-03-2023,07-04-2023,Packaging,Cancelled,153,59.42,52,3,2%,Yes,1,7956,1135.26,156,13,11-15,Valid
PO-00385,Delta_Logistics,11-07-2023,22-07-2023,Raw Materials,Cancelled,1925,70.88,63.41,292,15%,Yes,1,122064.25,14379.75,18515.72,11,11-15,Valid
PO-00386,Beta_Supplies,22-12-2023,11-01-2024,Packaging,Delivered,303,12.97,11.42,0,0%,No,0,3460.26,469.65,0,20,16-20,Valid
PO-00387,Alpha_Inc,06-11-2022,18-11-2022,Office Supplies,Delivered,1300,92.92,90.63,0,0%,Yes,1,117819,2977,0,12,11-15,Valid
PO-00388,Gamma_Co,19-09-2023,23-09-2023,Raw Materials,Delivered,1185,103.28,99.05,0,0%,Yes,1,117374.25,5012.55,0,4,0-5,Valid
PO-00389,Epsilon_Group,01-11-2023,20-11-2023,Raw Materials,Delivered,559,67.56,57.98,15,3%,Yes,1,32410.82,5355.22,869.7,19,16-20,Valid
PO-00390,Epsilon_Group,26-06-2023,29-06-2023,Electronics,Pending,1546,78.88,78,38,2%,Yes,1,120588,1360.48,2964,3,0-5,Valid
PO-00391,Epsilon_Group,09-01-2022,19-01-2022,Packaging,Delivered,148,93.02,85.96,4,3%,Yes,1,12722.08,1044.88,343.84,10,6-10,Valid
PO-00392,Delta_Logistics,15-11-2023,23-11-2023,Office Supplies,Delivered,202,81.75,78.26,37,18%,No,0,15808.52,704.98,2895.62,8,6-10,Valid
PO-00393,Gamma_Co,22-07-2023,28-07-2023,Packaging,Delivered,1934,25.86,25.6,78,4%,Yes,1,49510.4,502.84,1996.8,6,6-10,Valid
PO-00394,Alpha_Inc,03-11-2022,07-11-2022,Office Supplies,Delivered,963,64.96,64.07,20,2%,Yes,1,61699.41,857.07,1281.4,4,0-5,Valid
PO-00395,Gamma_Co,11-11-2023,18-11-2023,MRO,Delivered,1969,71.71,61.96,0,0%,Yes,1,121999.24,19197.75,0,7,6-10,Valid
PO-00396,Delta_Logistics,17-04-2022,,Electronics,Delivered,927,48.89,46.05,138,15%,Yes,1,42688.35,2632.68,6354.9,Not Updated,Not Updated,Missing
PO-00397,Delta_Logistics,18-05-2022,23-05-2022,Raw Materials,Cancelled,387,77.81,69.04,67,17%,Yes,1,26718.48,3393.99,4625.68,5,0-5,Valid
PO-00398,Beta_Supplies,28-09-2022,03-10-2022,Electronics,Delivered,1779,97.86,94.36,176,10%,Yes,1,167866.44,6226.5,16607.36,5,0-5,Valid
PO-00399,Gamma_Co,29-04-2022,05-05-2022,MRO,Pending,871,94.7,92.66,46,5%,Yes,1,80706.86,1776.84,4262.36,6,6-10,Valid
PO-00400,Epsilon_Group,20-04-2022,23-04-2022,Electronics,Delivered,1236,51.33,44.03,25,2%,Yes,1,54421.08,9022.8,1100.75,3,0-5,Valid
PO-00401,Delta_Logistics,21-07-2023,06-08-2023,Electronics,Delivered,1793,22.01,21.78,285,16%,Yes,1,39051.54,412.39,6207.3,16,16-20,Valid
PO-00402,Delta_Logistics,09-06-2022,28-06-2022,MRO,Delivered,1006,101.1,89.04,139,14%,Yes,1,89574.24,12132.36,12376.56,19,16-20,Valid
PO-00403,Beta_Supplies,06-10-2022,21-10-2022,Electronics,Cancelled,1754,89.35,86.54,161,9%,No,0,151791.16,4928.74,13932.94,15,11-15,Valid
PO-00404,Epsilon_Group,16-10-2022,04-11-2022,Electronics,Delivered,210,22.17,21.32,10,5%,Yes,1,4477.2,178.5,213.2,19,16-20,Valid
PO-00405,Delta_Logistics,12-09-2023,02-10-2023,MRO,Delivered,1653,102.16,91.91,217,13%,Yes,1,151927.23,16943.25,19944.47,20,16-20,Valid
PO-00406,Alpha_Inc,04-08-2022,15-08-2022,MRO,Partially Delivered,850,91.38,88.41,24,3%,Yes,1,75148.5,2524.5,2121.84,11,11-15,Valid
PO-00407,Epsilon_Group,18-12-2022,21-12-2022,Raw Materials,Delivered,447,59.81,57.92,13,3%,Yes,1,25890.24,844.83,752.96,3,0-5,Valid
PO-00408,Gamma_Co,28-07-2022,07-08-2022,Office Supplies,Delivered,1350,65.11,56.95,71,5%,Yes,1,76882.5,11016,4043.45,10,6-10,Valid
PO-00409,Beta_Supplies,05-12-2023,24-12-2023,Office Supplies,Delivered,865,51.19,47.76,83,10%,Yes,1,41312.4,2966.95,3964.08,19,16-20,Valid
PO-00410,Alpha_Inc,12-10-2023,29-10-2023,MRO,Delivered,1989,16.5,15.89,57,3%,Yes,1,31605.21,1213.29,905.73,17,16-20,Valid
PO-00411,Alpha_Inc,28-09-2022,13-10-2022,Office Supplies,Delivered,1577,41.77,39.58,32,2%,Yes,1,62417.66,3453.63,1266.56,15,11-15,Valid
PO-00412,Gamma_Co,02-06-2023,04-06-2023,Packaging,Pending,1969,89.25,87.28,108,5%,No,0,171854.32,3878.93,9426.24,2,0-5,Valid
PO-00413,Beta_Supplies,16-05-2023,26-05-2023,Packaging,Partially Delivered,1465,11.25,9.61,151,10%,Yes,1,14078.65,2402.6,1451.11,10,6-10,Valid
PO-00414,Delta_Logistics,15-09-2022,18-09-2022,Packaging,Pending,1208,41.62,39.46,0,0%,Yes,1,47667.68,2609.28,0,3,0-5,Valid
PO-00415,Beta_Supplies,22-02-2022,11-03-2022,Raw Materials,Delivered,1268,46.06,45.26,123,10%,Yes,1,57389.68,1014.4,5566.98,17,16-20,Valid
PO-00416,Delta_Logistics,05-04-2022,24-04-2022,Office Supplies,Delivered,450,59.24,55.03,68,15%,No,0,24763.5,1894.5,3742.04,19,16-20,Valid
PO-00417,Gamma_Co,12-10-2023,14-10-2023,Electronics,Partially Delivered,689,102.53,95.23,38,6%,Yes,1,65613.47,5029.7,3618.74,2,0-5,Valid
PO-00418,Gamma_Co,10-03-2023,29-03-2023,MRO,Delivered,1106,44.05,38.6,51,5%,Yes,1,42691.6,6027.7,1968.6,19,16-20,Valid
PO-00419,Alpha_Inc,11-10-2022,22-10-2022,Office Supplies,Delivered,737,43.08,42.58,21,3%,Yes,1,31381.46,368.5,894.18,11,11-15,Valid
PO-00420,Alpha_Inc,15-02-2022,04-03-2022,Raw Materials,Delivered,509,76.76,74.72,7,1%,No,0,38032.48,1038.36,523.04,17,16-20,Valid
PO-00421,Alpha_Inc,04-01-2022,06-01-2022,Electronics,Delivered,1004,50.7,46.59,27,3%,Yes,1,46776.36,4126.44,1257.93,2,0-5,Valid
PO-00422,Gamma_Co,08-12-2022,19-12-2022,MRO,Pending,1956,31.88,28.48,86,4%,Yes,1,55706.88,6650.4,2449.28,11,11-15,Valid
PO-00423,Delta_Logistics,14-05-2022,,Electronics,Delivered,519,51.73,47.52,81,16%,No,0,24662.88,2184.99,3849.12,Not Updated,Not Updated,Missing
PO-00424,Gamma_Co,15-10-2023,21-10-2023,MRO,Partially Delivered,1448,25.06,21.62,84,6%,Yes,1,31305.76,4981.12,1816.08,6,6-10,Valid
PO-00425,Gamma_Co,26-09-2022,11-10-2022,Packaging,Delivered,1095,26.91,23.75,53,5%,Yes,1,26006.25,3460.2,1258.75,15,11-15,Valid
PO-00426,Alpha_Inc,15-06-2022,,MRO,Delivered,799,56.22,49.51,18,2%,Yes,1,39558.49,5361.29,891.18,Not Updated,Not Updated,Missing
PO-00427,Beta_Supplies,29-03-2023,18-04-2023,MRO,Partially Delivered,1743,51.04,47.15,160,9%,Yes,1,82182.45,6780.27,7544,20,16-20,Valid
PO-00428,Alpha_Inc,19-07-2023,31-07-2023,Raw Materials,Delivered,87,100.65,85.56,1,1%,Yes,1,7443.72,1312.83,85.56,12,11-15,Valid
PO-00429,Beta_Supplies,24-12-2023,,Raw Materials,Delivered,279,47.52,46.5,28,10%,No,0,12973.5,284.58,1302,Not Updated,Not Updated,Missing
PO-00430,Delta_Logistics,14-03-2023,25-03-2023,Raw Materials,Delivered,1438,66.61,58.5,237,16%,Yes,1,84123,11662.18,13864.5,11,11-15,Valid
PO-00431,Delta_Logistics,29-07-2023,31-07-2023,Office Supplies,Partially Delivered,612,72.93,63.32,99,16%,Yes,1,38751.84,5881.32,6268.68,2,0-5,Valid
PO-00432,Epsilon_Group,10-01-2022,21-01-2022,Packaging,Pending,487,11.18,10.63,15,3%,Yes,1,5176.81,267.85,159.45,11,11-15,Valid
PO-00433,Epsilon_Group,25-04-2022,29-04-2022,Packaging,Partially Delivered,1849,70.76,69.25,51,3%,Yes,1,128043.25,2791.99,3531.75,4,0-5,Valid
PO-00434,Epsilon_Group,19-03-2022,01-04-2022,MRO,Partially Delivered,1356,26.28,25.44,47,3%,Yes,1,34496.64,1139.04,1195.68,13,11-15,Valid
PO-00435,Delta_Logistics,09-12-2023,29-12-2023,Raw Materials,Delivered,76,107.59,96.33,10,13%,Yes,1,7321.08,855.76,963.3,20,16-20,Valid
PO-00436,Alpha_Inc,02-06-2022,13-06-2022,Packaging,Partially Delivered,275,23.96,20.44,0,0%,Yes,1,5621,968,0,11,11-15,Valid
PO-00437,Alpha_Inc,13-07-2023,18-07-2023,Packaging,Delivered,1350,51.57,48.07,0,0%,Yes,1,64894.5,4725,0,5,0-5,Valid
PO-00438,Alpha_Inc,06-02-2022,,MRO,Delivered,847,17.77,17.39,0,0%,Yes,1,14729.33,321.86,0,Not Updated,Not Updated,Missing
PO-00439,Gamma_Co,14-01-2023,27-01-2023,MRO,Delivered,1682,105.7,101.3,94,6%,Yes,1,170386.6,7400.8,9522.2,13,11-15,Valid
PO-00440,Epsilon_Group,20-08-2023,23-08-2023,Electronics,Delivered,333,60.44,58.54,8,2%,Yes,1,19493.82,632.7,468.32,3,0-5,Valid
PO-00441,Alpha_Inc,20-07-2023,02-08-2023,Electronics,Cancelled,928,69.31,67.26,20,2%,Yes,1,62417.28,1902.4,1345.2,13,11-15,Valid
PO-00442,Epsilon_Group,01-06-2022,12-06-2022,MRO,Partially Delivered,1009,16.44,16.18,0,0%,Yes,1,16325.62,262.34,0,11,11-15,Valid
PO-00443,Epsilon_Group,17-03-2023,03-04-2023,Electronics,Pending,1554,82.92,74.82,44,3%,Yes,1,116270.28,12587.4,3292.08,17,16-20,Valid
PO-00444,Gamma_Co,11-05-2022,25-05-2022,Packaging,Partially Delivered,502,29.47,28.94,27,5%,Yes,1,14527.88,266.06,781.38,14,11-15,Valid
PO-00445,Delta_Logistics,12-02-2022,13-02-2022,MRO,Delivered,1069,91.28,82.64,0,0%,Yes,1,88342.16,9236.16,0,1,0-5,Valid
PO-00446,Alpha_Inc,12-11-2022,18-11-2022,MRO,Pending,1902,29.89,25.83,41,2%,Yes,1,49128.66,7722.12,1059.03,6,6-10,Valid
PO-00447,Gamma_Co,09-01-2023,,Raw Materials,Pending,865,28.79,25.69,47,5%,Yes,1,22221.85,2681.5,1207.43,Pending/Cancelled,Pending/Cancelled,Valid
PO-00448,Delta_Logistics,10-02-2022,26-02-2022,Packaging,Partially Delivered,708,13.36,11.61,0,0%,No,0,8219.88,1239,0,16,16-20,Valid
PO-00449,Delta_Logistics,02-01-2023,07-01-2023,Packaging,Delivered,1589,55.64,48.52,0,0%,Yes,1,77098.28,11313.68,0,5,0-5,Valid
PO-00450,Alpha_Inc,04-08-2022,14-08-2022,Office Supplies,Delivered,596,62.96,61.88,9,2%,Yes,1,36880.48,643.68,556.92,10,6-10,Valid
PO-00451,Epsilon_Group,30-11-2023,04-12-2023,Office Supplies,Delivered,1265,17.66,16.97,34,3%,Yes,1,21467.05,872.85,576.98,4,0-5,Valid
PO-00452,Beta_Supplies,13-09-2022,01-10-2022,Raw Materials,Delivered,1122,82.99,81.7,118,11%,No,0,91667.4,1447.38,9640.6,18,16-20,Valid
PO-00453,Epsilon_Group,14-11-2023,01-12-2023,Office Supplies,Delivered,1585,56.38,53.05,0,0%,Yes,1,84084.25,5278.05,0,17,16-20,Valid
PO-00454,Epsilon_Group,16-04-2022,27-04-2022,Electronics,Delivered,66,58.05,50.76,0,0%,Yes,1,3350.16,481.14,0,11,11-15,Valid
PO-00455,Beta_Supplies,29-12-2022,18-01-2023,MRO,Delivered,1245,52.4,51.65,118,9%,No,0,64304.25,933.75,6094.7,20,16-20,Valid
PO-00456,Delta_Logistics,28-07-2023,10-08-2023,Electronics,Delivered,1293,50.21,47.55,0,0%,No,0,61482.15,3439.38,0,13,11-15,Valid
PO-00457,Beta_Supplies,21-02-2023,27-02-2023,Packaging,Delivered,207,64.29,63.01,25,12%,Yes,1,13043.07,264.96,1575.25,6,6-10,Valid
PO-00458,Beta_Supplies,28-09-2023,18-10-2023,Office Supplies,Delivered,526,26.37,25.32,47,9%,Yes,1,13318.32,552.3,1190.04,20,16-20,Valid
PO-00459,Gamma_Co,08-06-2022,14-06-2022,Electronics,Delivered,1119,27.03,23.82,0,0%,Yes,1,26654.58,3591.99,0,6,6-10,Valid
PO-00460,Gamma_Co,31-08-2022,02-09-2022,Packaging,Delivered,1446,90.63,84.51,77,5%,Yes,1,122201.46,8849.52,6507.27,2,0-5,Valid
PO-00461,Gamma_Co,16-06-2022,24-06-2022,Office Supplies,Delivered,567,97.53,85.29,21,4%,Yes,1,48359.43,6940.08,1791.09,8,6-10,Valid
PO-00462,Delta_Logistics,01-07-2022,,MRO,Delivered,148,44.91,40.1,0,0%,No,0,5934.8,711.88,0,Not Updated,Not Updated,Missing
PO-00463,Beta_Supplies,27-02-2023,14-03-2023,MRO,Pending,1965,36.6,34.64,195,10%,Yes,1,68067.6,3851.4,6754.8,15,11-15,Valid
PO-00464,Alpha_Inc,26-01-2022,03-02-2022,Office Supplies,Pending,1818,67.96,58.98,0,0%,Yes,1,107225.64,16325.64,0,8,6-10,Valid
PO-00465,Beta_Supplies,03-07-2022,19-07-2022,MRO,Delivered,1110,48.19,45.88,112,10%,Yes,1,50926.8,2564.1,5138.56,16,16-20,Valid
PO-00466,Delta_Logistics,07-12-2022,,Raw Materials,Delivered,329,12.96,12.74,48,15%,Yes,1,4191.46,72.38,611.52,Not Updated,Not Updated,Missing
PO-00467,Gamma_Co,26-02-2023,17-03-2023,Office Supplies,Cancelled,1422,25.62,25.18,65,5%,Yes,1,35805.96,625.68,1636.7,19,16-20,Valid
PO-00468,Delta_Logistics,17-11-2023,,Raw Materials,Delivered,546,82.63,74.77,76,14%,No,0,40824.42,4291.56,5682.52,Not Updated,Not Updated,Missing
PO-00469,Gamma_Co,12-09-2022,22-09-2022,Office Supplies,Partially Delivered,351,72.08,71.3,20,6%,Yes,1,25026.3,273.78,1426,10,6-10,Valid
PO-00470,Delta_Logistics,01-10-2022,18-10-2022,Raw Materials,Partially Delivered,230,13,12.81,0,0%,No,0,2946.3,43.7,0,17,16-20,Valid
PO-00471,Alpha_Inc,13-06-2022,19-06-2022,MRO,Delivered,656,30.73,26.26,17,3%,Yes,1,17226.56,2932.32,446.42,6,6-10,Valid
PO-00472,Gamma_Co,20-12-2023,09-01-2024,MRO,Delivered,1172,34.34,32.09,69,6%,Yes,1,37609.48,2637,2214.21,20,16-20,Valid
PO-00473,Gamma_Co,21-04-2022,30-04-2022,Electronics,Delivered,749,71.53,70.02,41,5%,Yes,1,52444.98,1130.99,2870.82,9,6-10,Valid
PO-00474,Beta_Supplies,27-01-2023,12-02-2023,Packaging,Delivered,1042,12.48,12.3,88,8%,Yes,1,12816.6,187.56,1082.4,16,16-20,Valid
PO-00475,Delta_Logistics,09-02-2022,27-02-2022,Raw Materials,Delivered,1189,19.47,17.15,0,0%,No,0,20391.35,2758.48,0,18,16-20,Valid
PO-00476,Epsilon_Group,27-04-2023,,Office Supplies,Delivered,240,88.14,81.9,4,2%,Yes,1,19656,1497.6,327.6,Not Updated,Not Updated,Missing
PO-00477,Epsilon_Group,16-08-2022,02-09-2022,MRO,Delivered,302,26.98,26.47,9,3%,Yes,1,7993.94,154.02,238.23,17,16-20,Valid
PO-00478,Beta_Supplies,24-07-2022,03-08-2022,MRO,Pending,1030,70.81,61.58,0,0%,No,0,63427.4,9506.9,0,10,6-10,Valid
PO-00479,Delta_Logistics,17-04-2023,23-04-2023,Office Supplies,Delivered,977,33.79,32.25,137,14%,Yes,1,31508.25,1504.58,4418.25,6,6-10,Valid
PO-00480,Alpha_Inc,25-12-2022,11-01-2023,Packaging,Delivered,1234,19.99,17.66,25,2%,Yes,1,21792.44,2875.22,441.5,17,16-20,Valid
PO-00481,Beta_Supplies,09-11-2022,23-11-2022,Office Supplies,Delivered,1329,33.48,33.06,146,11%,Yes,1,43936.74,558.18,4826.76,14,11-15,Valid
PO-00482,Gamma_Co,22-08-2022,30-08-2022,Raw Materials,Delivered,1396,77.63,67.81,58,4%,Yes,1,94662.76,13708.72,3932.98,8,6-10,Valid
PO-00483,Alpha_Inc,17-08-2022,29-08-2022,Raw Materials,Delivered,177,90.06,87.71,7,4%,Yes,1,15524.67,415.95,613.97,12,11-15,Valid
PO-00484,Delta_Logistics,25-01-2022,,Electronics,Delivered,67,84.72,73.06,9,13%,Yes,1,4895.02,781.22,657.54,Not Updated,Not Updated,Missing
PO-00485,Gamma_Co,07-11-2023,20-11-2023,Office Supplies,Delivered,1866,50.78,48.2,96,5%,Yes,1,89941.2,4814.28,4627.2,13,11-15,Valid
PO-00486,Epsilon_Group,17-07-2022,25-07-2022,MRO,Delivered,1808,72.23,67.86,53,3%,Yes,1,122690.88,7900.96,3596.58,8,6-10,Valid
PO-00487,Delta_Logistics,13-02-2023,16-02-2023,Electronics,Cancelled,615,30.3,29.52,96,16%,Yes,1,18154.8,479.7,2833.92,3,0-5,Valid
PO-00488,Gamma_Co,03-12-2022,04-12-2022,Office Supplies,Pending,619,38.38,35.02,34,5%,Yes,1,21677.38,2079.84,1190.68,1,0-5,Valid
